Account number,Organization,Country,Region,Public,Samples,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Tickers,Authority types,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
149,Acbel Polytech Inc,"Taiwan, Greater China",Partner - BCSD Taiwan,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General, 6282 TT, Supply Chain,6282.TW,2019,12488166241,,3620200000,20583559000,2965644000,1484573000,TWD,1790802000,5093850000,-4488453000,22398175000,12525632000,605397000,2794374000,9872543000
154,ACCIONA S.A.,Spain,,public," Continuity Climate Change, Spain",Transportation infrastructure & other construction,Construction,Infrastructure,General, ANA SM," Investor, Supply Chain",ANA.MC,2019,5108161525,,1425411000,7190589000,5185819000,351678000,EUR,2148615000,198050000,1129295000,17349187000,13708498000,1327345000,7664227000,3640689000
156,Accor,France,,public," Benchmark, CCGR1800, Continuity Climate Change, Euro, France, FTSE All-World, MSCI ACWI",Hotels & lodging,"Bars, hotels & restaurants",Hospitality,General, AC FP," Investor, Supply Chain",AC.PA,2019,11305408352,,862000000,4049000000,1675000000,422000000,EUR,2279000000,8000000,2189000000,13937000000,6962000000,2197000000,3694000000,6975000000
169,ACERINOX,Spain,,public," Continuity Climate Change, Environmental, Spain",Iron & steel,"Metal smelting, refining & forming",Materials,Steel, ACX SM," Investor, Supply Chain",ACX.MC,2019,2663499662,,395740000,4753878000,1424519000,-68209000,EUR,876935000,7112000,4258000,4396797000,2467808000,11370000,1371568000,1928989000
173,ADP (Aeroports de Paris),France,,public," Benchmark, Continuity Climate Change, Euro, France, FTSE All-World, MSCI ACWI",Transportation support services,Industrial support services,Services,General, ADP FP, Investor,ADP.PA,2019,17425922911,,1716000000,4700000000,1830000000,588000000,EUR,1982000000,92000000,2211000000,16793000000,10732000000,2211000000,7320000000,6007000000
220,Adecco Group AG,Switzerland,,public," Benchmark, Continuity Climate Change, DACH, Euro, MSCI ACWI",Commercial services,Commercial & consumer services,Services,General, ADEN SW," Investor, Supply Chain",ADEN.SW,2019,9921978906,,1302000000,23427000000,4504000000,727000000,EUR,1351000000,-16000000,99000000,10571000000,6623000000,83000000,2210000000,3948000000
240,ADVA Optical Networking SE,Germany,,public, Self selected companies climate change,Communications equipment,Electrical & electronic equipment,Manufacturing,General, ADV GR," Investor, Supply Chain",ADV.DE,2019,404815712,,12924000,556821000,190913000,7045000,EUR,54088000,986000,2433000,536362000,280570000,3419000,115409000,255792000
246,Advantest Corporation,Japan,,public," Benchmark, Continuity Climate Change, Japan",Electronic components,Electrical & electronic equipment,Manufacturing,General, 6857 JP, Investor,6857.T,2019,305395122340,,70645000000,275894000000,156497000000,53532000000,JPY,127703000000,0,2867000000,355777000000,124325000000,2867000000,11288000000,231452000000
248,AECI Ltd Ord,South Africa,,public," Continuity Climate Change, Environmental, South Africa",Specialty chemicals,Chemicals,Materials,Chemicals, AFE SJ," Investor, Supply Chain",AFE.JO,2019,11290402460,,3151000000,24799000000,8302000000,1294000000,ZAR,1978000000,237000000,36000000,23133000000,12049000000,273000000,6070000000,11084000000
252,Aegon,Netherlands,,public," Benchmark, Benelux, Continuity Climate Change, Euro, MSCI ACWI",Insurance,Financial services,Services,General, AGN NA, Investor,AGN.AS,2019,8393584182,,2511000000,61136000000,61136000000,1239000000,EUR,12253000000,91209000000,148667000000,440348000000,415907000000,383064000000,12019000000,24441000000
257,Dentsu International,United Kingdom of Great Britain and Northern Ireland,,public, Self selected companies climate change,Marketing,Web & marketing services,Services,General, AGS LN," Investor, Supply Chain",AGS.L,2019,,,,,,,EUR,,,,,,,,
258,"Aeon Co., Ltd.",Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Japan, MSCI ACWI","Supermarkets, food & drugstores",Convenience retail,Retail,General, 8267 JP, Investor,8267.T,2019,1898578402500,,543783000000,8604206000000,3135433000000,26838000000,JPY,1221991000000,462062000000,793397000000,11062685000000,9213409000000,229916000000,3042600000000,1849276000000
261,"Aeon Mall Co., Ltd.",Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Real estate owners & developers,Land & property ownership & development,Infrastructure,General, 8905 JP, Investor,8905.T,2019,440914649382,,122573000000,324138000000,89325000000,34239000000,JPY,58283000000,63400000000,102667000000,1381217000000,976698000000,1793000000,676774000000,404519000000
276,A.P. Moller - Maersk,Denmark,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Euro, FTSE All-World, Global 500, MSCI ACWI, Nordic",Marine freight,Marine transport,Transportation services,Transport services, MAERSKB DC," Investor, Supply Chain",MAERSKB.CO,2019,,,,,,,JPY,,,,,,,,
282,ABB,Switzerland,,public," Benchmark, CCGR1800, Continuity Climate Change, DACH, Euro, FTSE All-World, Global 500, MSCI ACWI, Nordic",Electrical equipment,Electrical & electronic equipment,Manufacturing,General, ABBN SW," Investor, Supply Chain",ABBN.SW,2019,49918320000,,3038000000,27978000000,8906000000,1090000000,USD,3544000000,566000000,33000000,46108000000,32128000000,599000000,10081000000,13980000000
285,3M Company,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Specialty chemicals,Chemicals,Materials,Chemicals, MMM US," Investor, Supply Chain",MMM,2019,85078000000,96163,5946000000,32136000000,15000000000,4570000000,USD,2353000000,98000000,196000000,44659000000,34533000000,294000000,20560000000,10189000000
291,Abercrombie & Fitch Co.,United States of America,,public, Self selected companies climate change,Apparel stores,Discretionary retail,Retail,General, ANF US, Investor,ANF,2019,1087817640,14000,108338000,3623073000,2150918000,39358000,USD,671267000,0,18696000,3554869000,2483691000,18696000,1767426000,1071178000
304,The AES Corporation,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, MSCI ACWI, S&P 500",Coal generation,Thermal power generation,Power generation,Electric utilities, AES US," Investor, Supply Chain",AES,2019,13213600000,0,3684000000,9660000000,2693000000,272000000,USD,1089000000,335000000,835000000,34603000000,29883000000,1170000000,19881000000,4720000000
313,ACEA SpA,Italy,,public," Continuity Climate Change, Environmental, Italy",CCGT generation,Thermal power generation,Power generation,Electric utilities, ACE IM, Investor,ACE.MI,2019,3919383405,,970456000,3043501000,1614261000,283686000,EUR,835693000,-371550000,689563000,8954415000,6847705000,318013000,4106627000,2106710000
333,Adobe,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Software,IT & software development,Services,General, ADBE US," Investor, Supply Chain",ADBE,2019,158968420000,22634,3935124000,11171297000,9498577000,2951458000,USD,2650221000,1526755000,-140498000,20762400000,10232245000,1526755000,4138267000,10530155000
334,"Advanced Micro Devices, Inc",United States of America,,public," Benchmark, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Electronic components,Electrical & electronic equipment,Manufacturing,General, AMD US," Investor, Supply Chain",AMD,2019,54780415846,11400,466000000,6731000000,2868000000,341000000,USD,1466000000,37000000,58000000,6028000000,3201000000,95000000,685000000,2827000000
336,"ASE Technology Holding Co., Ltd.","Taiwan, Greater China",,public," Asia ex-JICK, Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, MSCI ACWI",Industrial services,Industrial support services,Services,General, 2311 TT," Investor, Supply Chain",2311.TW,2019,,,,,,,USD,,,,,,,,
350,Agnico-Eagle Mines Limited,Canada,,public," Benchmark, Canada, CCGR1800, Continuity Climate Change, Environmental, MSCI ACWI",Precious metals & minerals mining,Metallic mineral mining,Materials,Metals & mining, AEM CN, Investor,AEM.TO,2019,19137134520,,1031786000,2494892000,701130000,473166000,USD,321897000,92257000,18918000,8789885000,3678371000,92257000,1840936000,5111514000
351,AGL Energy,Australia,,public," ASX 100, Australia, Benchmark, CCGR1800, Continuity Climate Change, Environmental, MSCI ACWI",Coal generation,Thermal power generation,Power generation,Electric utilities, AGL AU, Investor,AGL.AX,2019,13354170410,,2117000000,13246000000,3800000000,905000000,AUD,115000000,251000000,243000000,14821000000,6383000000,243000000,2850000000,8438000000
362,AFLAC Incorporated,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Insurance,Financial services,Services,General, AFL US, Investor,AFL,2019,38318961400,6178,4445000000,22307000000,22307000000,3304000000,USD,4896000000,91262000000,122149000000,152768000000,6569000000,138091000000,6569000000,28959000000
365,Affiliated Managers Group,United States of America,,public," Benchmark, Continuity Climate Change, MSCI ACWI, S&P 500",Asset managers,Financial services,Services,General, AMG US, Investor,AMG,2019,4005890885,4000,524800000,2239600000,1296600000,305100000,USD,539600000,59400000,2407400000,7653500000,3237700000,2466800000,1793800000,4415800000
391,Agilent Technologies Inc.,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, MSCI ACWI, S&P 500",Medical equipment,Medical equipment & supplies,"Biotech, health care & pharma",General, A US," Investor, Supply Chain",A,2019,26446100000,16300,1231000000,5163000000,2805000000,1071000000,USD,1382000000,0,102000000,9452000000,4704000000,102000000,2407000000,4748000000
394,Ajinomoto Co.Inc.,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 2802 JP," Investor, Supply Chain",2802.T,2019,994946700000,,118790000000,1100039000000,403873000000,18837000000,JPY,141701000000,8946000000,183364000000,1353616000000,761546000000,166412000000,356914000000,592070000000
403,AIXTRON SE,Germany,,public," Continuity Climate Change, DACH",Electronic components,Electrical & electronic equipment,Manufacturing,General, AIXA GR, Investor,AIXA.DE,2019,957131015,,47907000,259627000,108745000,32833000,EUR,270819000,27500000,446000,562960000,98816000,27500000,3115000,464144000
427,Air Canada,Canada,,public," Canada, CCGR1800, Continuity Climate Change, Environmental",Passenger airlines,Air transport,Transportation services,Transport services, AC CN," Investor, Supply Chain",AC.TO,2019,12758129474,,3700000000,19131000000,4592000000,1476000000,CAD,2090000000,3799000000,638000000,27759000000,23359000000,4437000000,9242000000,4400000000
429,Air France - KLM,France,,public," CCGR1800, Continuity Climate Change, Environmental, France",Passenger airlines,Air transport,Transportation services,Transport services, AF FP," Investor, Supply Chain",AF.PA,2019,21360201412,,3967000000,27189000000,8694000000,290000000,EUR,3715000000,483000000,446000000,30735000000,28436000000,929000000,11237000000,2299000000
432,Air Liquide,France,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Euro, France, FTSE All-World, Global 500, MSCI ACWI",Inorganic base chemicals,Chemicals,Materials,Chemicals, AI FP," Investor, Supply Chain",AI.PA,2019,65836466919,,5931500000,21920100000,7217600000,2241500000,EUR,1025700000,-100001,806600000,43666500000,24281800000,806600000,14730400000,19324400000
435,"Air Products & Chemicals, Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Inorganic base chemicals,Chemicals,Materials,Chemicals, APD US," Investor, Supply Chain",APD,2019,51979788000,17700,3534700000,8918900000,2943400000,1760000000,USD,2248700000,166000000,1276200000,18942800000,7554500000,1442200000,3326000000,11388300000
449,AKBANK T.A.Ş.,Turkey,,public," Benchmark, Continuity Climate Change, Emerging Markets, MSCI ACWI, Turkey",Banks,Financial services,Services,General, AKBNK TI, Investor,AKBNK.IS,2019,42172000000,,7455332000,21613248000,21613248000,5352325000,TRY,47900076000,0,106881420000,387172437000,54379114000,106881420000,54379114000,54362453000
453,AK Steel Holding Corporation,United States of America,,public," CCGR1800, Continuity Climate Change, Environmental",Iron & steel,"Metal smelting, refining & forming",Materials,Steel, AKS US," Investor, Supply Chain",AKS,2019,,,236500000,6359400000,700900000,11200000,USD,31000000,0,79500000,4590600000,4439100000,79500000,1968800000,151500000
454,Akamai Technologies Inc,United States of America,,public," Benchmark, Continuity Climate Change, MSCI ACWI, S&P 500",Software,IT & software development,Services,General, AKAM US," Investor, Supply Chain",AKAM,2019,13992868960,3639,1051592000,2893617000,1905993000,478035000,USD,543745000,993249000,835384000,7006886000,3348928000,1828633000,2671435000,3657958000
457,Aker ASA,Norway,,public," Continuity Climate Change, Nordic",Energy services & equipment,Industrial support services,Services,General, AKER NO, Investor,AKER.OL,2019,40370201156,,4505000000,48294000000,25826000000,-1940000000,NOK,12018000000,-14754000000,37721000000,106706000000,67452000000,22967000000,47350000000,39254000000
458,Aktia Bank Plc,Finland,,public," Continuity Climate Change, Nordic",Banks,Financial services,Services,General, AKTIA FH, Investor,AKTIA.HE,2019,644460280,,87463000,211344000,211344000,61825000,EUR,315812000,0,2254000000,9697098000,9087102000,2254000000,2850340000,609996000
520,Alfresa Holdings Corporation,Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Pharma & health care supplies wholesale & distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General, 2784 JP, Investor,2784.T,2019,471607444000,,69043000000,2698555000000,207122000000,40273000000,JPY,210547000000,10000000,144491000000,1351619000000,876722000000,128559000000,7168000000,474897000000
524,Algonquin Power & Utilities Corporation,Canada,,public," Canada, Continuity Climate Change, Environmental",Other renewable generation,Renewable power generation,Power generation,Electric utilities, AQN CN, Investor,AQN.TO,2019,9553589402,,741417000,1624921000,1181617000,530884000,USD,62485000,0,1416115000,10911470000,6173099000,1416115000,3931868000,4738371000
528,Alfa Laval Corporate AB,Sweden,,public," Benchmark, Euro, Latin America, MSCI ACWI, Nordic",Other renewable energy equipment,Renewable energy equipment,Manufacturing,General, ALFA SS," Investor, Supply Chain",ALFA.ST,2019,98949744708,,9534000000,46517000000,15783000000,5486000000,SEK,5594000000,859000000,-718000000,64396000000,36649000000,141000000,14770000000,27747000000
533,Allergan plc,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General, AGN US," Investor, Supply Chain",AGN,2019,,,1719100000,16088900000,13653500000,-5271000000,USD,2503300000,3411600000,211900000,94699100000,36525500000,3623500000,22649000000,58173600000
550,ANA Holdings Inc.,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Passenger airlines,Air transport,Transportation services,Transport services, 9202 JP," Investor, Supply Chain",9202.T,2019,1218321840000,,246083000000,1974216000000,390782000000,27655000000,JPY,109447000000,152023000000,177249000000,2560153000000,1491283000000,145664000000,842862000000,1068870000000
569,Alma Media Corporation,Finland,,public, Self selected companies climate change,Print publishing,Print & publishing services,Services,General, ALMA FH, Investor,ALMA.HE,2019,654972680,,71500000,250200000,212000000,42200000,EUR,48400000,0,6500000,400900000,198400000,6500000,46400000,202500000
573,Alpha Bank,Greece,,public," Benchmark, Continuity Climate Change, MSCI ACWI",Banks,Financial services,Services,General, ALPHA GA, Investor,ALPHA.AT,2019,2968533909,,306751000,2308115000,2308115000,97010000,EUR,3519313000,0,9725099000,63457621000,54982031000,9725099000,1861834000,8475590000
582,The Allstate Corporation,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Insurance,Financial services,Services,General, ALL US, Investor,ALL,2019,35691630000,45780,5161000000,44675000000,38985000000,4847000000,USD,338000000,4256000000,79540000000,119950000000,93952000000,88362000000,6631000000,25998000000
586,Alliant Energy Corporation,United States of America,,public," Benchmark, CCGR1800, Environmental, MSCI ACWI, S&P 500",CCGT generation,Thermal power generation,Power generation,Electric utilities, LNT US, Investor,LNT,2019,13373568000,0,1383500000,3647700000,1455700000,567400000,USD,16300000,0,467800000,16700700000,11295600000,467800000,6527600000,5405100000
593,Allianz SE,Germany,,public," Benchmark, CCGR1800, Continuity Climate Change, DACH, Euro, FTSE All-World, Global 500, MSCI ACWI",Insurance,Financial services,Services,General, ALV GR," Investor, Supply Chain",ALV.DE,2019,91234423071,,11088000000,112999000000,112999000000,7914000000,EUR,18476000000,593178000000,623117000000,1011185000000,933820000000,1216295000000,34132000000,77365000000
597,Allied Electronics Corporation Ltd (Altron),South Africa,,public, Self selected companies climate change,IT services,IT & software development,Services,General, AEL SJ, Investor,AEL.JO,2019,855752059470,,1949000000,16713000000,1835000000,648000000,ZAR,1797000000,25000000,270000000,13625000000,9862000000,344000000,3626000000,3763000000
600,AIB Group Plc,Ireland,,public," Benchmark, Continuity Climate Change, Euro, FTSE All-World, Ireland, MSCI ACWI",Banks,Financial services,Services,General, AIBG ID, Investor,AIBG.L,2019,7364167200,,708000000,2647000000,2647000000,327000000,EUR,12114000000,0,18685000000,98562000000,84332000000,18685000000,8910000000,14230000000
609,Alumina Limited,Australia,,public," ASX 100, Australia, Benchmark, CCGR1800, Continuity Climate Change, MSCI ACWI",Aluminum,"Metal smelting, refining & forming",Materials,Metals & mining, AWC AU, Investor,AWC.AX,2019,6622638698,,334000000,2500000,2500000,214000000,USD,15200000,0,1836800000,1853800000,71700000,1836800000,70000000,1782100000
622,Alstom,France,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, France, MSCI ACWI",Railroad rolling stock,Transportation equipment,Manufacturing,Transport OEMS, ALO FP," Investor, Supply Chain",ALO.PA,2019,10234580534,,702000000,8201000000,1461000000,467000000,EUR,2175000000,45000000,753000000,13008000000,9680000000,753000000,1638000000,3328000000
625,alstria office REIT-AG,Germany,,public," Continuity Climate Change, DACH",REIT,Financial services,Services,General, AOX GR, Investor,AOX.DE,2019,2966040000,,609006000,224505000,162904000,581221000,EUR,298219000,199750000,-159572000,5029328000,1853773000,40178000,1717304000,3175555000
628,"Altria Group, Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Tobacco products,Tobacco,"Food, beverage & agriculture","Food, beverage & tobacco", MO US, Investor,MO,2019,92732780000,7300,20730000000,19796000000,12711000000,-1298000000,USD,2117000000,0,23581000000,49271000000,42952000000,23581000000,28042000000,6319000000
629,AltaGas Ltd.,Canada,,public," Benchmark, Canada, CCGR1800, Continuity Climate Change, Environmental, MSCI ACWI",Gas utilities,Energy utility networks,Infrastructure,General, ALA CN, Investor,ALA.TO,2019,5506752000,,725800000,5495000000,2267900000,833500000,CAD,57100000,0,1465900000,19794500000,12425700000,1465900000,7491400000,7368800000
631,ALPLA,Austria,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General, 1154Z AV, Supply Chain,1154Z,2019,,,,,,,CAD,,,,,,,,
641,Amer Sports,Finland,,public," Continuity Climate Change, Nordic",Sporting goods,Leisure & home manufacturing,Manufacturing,General, AMEAS FH," Investor, Supply Chain",AMEAS.HE,2019,,,,,,,CAD,,,,,,,,
660,American Airlines Group Inc,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, MSCI ACWI, S&P 500",Passenger airlines,Air transport,Transportation services,Transport services, AAL US," Investor, Supply Chain",AAL,2019,12209448840,0,3351000000,45768000000,10389000000,1686000000,USD,280000000,3546000000,204000000,59995000000,60113000000,3546000000,33444000000,-118000000
661,Ameren Corporation,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, MSCI ACWI, S&P 500",Electricity networks,Energy utility networks,Infrastructure,Electric utilities, AEE US," Investor, Supply Chain",AEE,2019,18923520000,0,2478000000,5910000000,2743000000,828000000,USD,16000000,0,847000000,28933000000,20732000000,847000000,9797000000,8201000000
668,Ambuja Cements,India,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, India, MSCI ACWI",Cement,Cement & concrete,Materials,Cement, ACEM IN, Investor,ACEM.BO,2019,,,,,,,USD,,,,,,,,
674,Amcor plc,Australia,,public," ASX 100, Australia, Benchmark, CCGR1800, Continuity Climate Change, Environmental, MSCI ACWI",Other containers & packaging,Light manufacturing,Manufacturing,General," AMCR UN, AMCR US"," Investor, Supply Chain",AMCR,2019,17275708000,6000,1379000000,9458200000,1799100000,430200000,USD,601600000,0,98900000,17165000000,11490300000,98900000,6103200000,5672019638
682,Amphenol Corporation,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Electronic components,Electrical & electronic equipment,Manufacturing,General, APH US," Investor, Supply Chain",APH,2019,32195988000,74000,1965300000,8225400000,2616000000,1155000000,USD,891200000,17400000,-260400000,10815500000,6219300000,17400000,3606700000,4596200000
688,VALID SOLUCOES SA,Brazil,,public," Brazil, Continuity Climate Change",Printing services,Print & publishing services,Services,General, VLID3 BZ," Investor, Supply Chain",VLID3.SA,2019,996963967,,303966000,2007962000,441198000,54281000,BRL,318522000,-52617000,100327000,2518442000,1401335000,47710000,945250000,1117107000
689,"American Electric Power Company, Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Coal generation,Thermal power generation,Power generation,Electric utilities, AEP US," Investor, Supply Chain",AEP,2019,46744350089,17408,5635400000,15561400000,9241400000,1921100000,USD,246800000,202700000,3833800000,75892300000,55979100000,4036500000,30532500000,19913200000
692,American Express,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Banks,Financial services,Services,General, AXP US," Investor, Supply Chain",AXP,2019,100463430000,64500,9617000000,43556000000,28148000000,6759000000,USD,24000000000,6607000000,8000000000,198000000000,175000000000,14607000000,64000000000,23000000000
699,"American International Group, Inc. (AIG)",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Insurance,Financial services,Services,General, AIG US," Investor, Supply Chain",AIG,2019,44873385627,46000,8601000000,49792000000,49792000000,3348000000,USD,2856000000,264316000000,271839000000,525064000000,35350000000,337615000000,35350000000,67427000000
702,American Packaging,United States of America,,public,,Metal containers & packaging,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2019,,,,,,,,,,,,,,,
707,"Ameriprise Financial, Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, MSCI ACWI, S&P 500",Asset managers,Financial services,Services,General, AMP US, Investor,AMP,2019,21055712000,12500,1136000000,12754000000,6298000000,1893000000,USD,3827000000,33129000000,33129000000,151828000000,146099000000,39520000000,4926000000,5729000000
710,AmerisourceBergen Corp.,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, MSCI ACWI, S&P 500",Pharma & health care supplies wholesale & distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General, ABC US," Investor, Supply Chain",ABC,2019,17460557400,22000,2487756000,179589121000,5138312000,855365000,USD,3374194000,0,-1860195000,39171980000,36178774000,-1860195000,4172892000,3107495000
716,"Amgen, Inc.",United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Biotechnology,Biotech & pharma,"Biotech, health care & pharma",General, AMGN US, Investor,AMGN,2019,142231300000,0,10427000000,23362000000,19006000000,7842000000,USD,6037000000,2874000000,548000000,59707000000,50034000000,2874000000,29903000000,9673000000
719,AMKOR TECHNOLOGY INC,United States of America,CDP NA,public, Self selected companies climate change,Semiconductors,Electrical & electronic equipment,Manufacturing,General, AMKR US," Investor, Supply Chain",AMKR,2019,3131947000,650,752272000,4052650000,649439000,120888000,USD,894948000,6348000,2974000,4695615000,2705376000,2974000,1541341000,1990239000
