Account number,Organization,Country,Region,Public,Samples,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Tickers,Authority types,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
10055,Keller,United Kingdom of Great Britain and Northern Ireland,,public," FTSE 600, FTSE 725",Building sub-contractors,Construction,Infrastructure,General, KLR LN, Investor,KLR.L,2018,355041182,,135000000,2224500000,1559200000,-14800000,GBP,110500000,-400000,5000000,1444800000,999500000,4600000,396700000,445300000
10056,Kellogg Company,United States of America,,public," Agriculture, Benchmark, CCGR1000, CCGR1800, Environmental, FTSE All-World, S&P 500",Baked goods & cereals,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", K US," Investor, Supply Chain",K,2018,18293580000,34000,2320000000,13547000000,4726000000,1336000000,USD,321000000,0,413000000,17780000000,14621000000,413000000,8893000000,3159000000
10057,Kelly Services,United States of America,CDP NA,public,,Other professional services,Specialized professional services,Services,General, KELYA US, Supply Chain,KELYA,2018,798720000,0,113600000,5513900000,972200000,22900000,USD,35300000,0,256400000,2314400000,1154900000,256400000,2200000,1159500000
10062,Kemira Corporation,Finland,,public," CCGR1800, Chemicals, Environmental, Nordic",Specialty chemicals,Chemicals,Materials,Chemicals, KEMIRA FH," Investor, Supply Chain",KEMIRA.HE,2018,1501474978,,329300000,2592800000,944600000,89100000,EUR,144900000,0,0,2763800000,1561300000,231400000,886200000,1202500000
10071,Kier Group,United Kingdom of Great Britain and Northern Ireland,,public," FTSE 250, FTSE 350, FTSE 600, FTSE 725",Non-residential building construction,Construction,Infrastructure,General, KIE LN," Investor, Supply Chain",KIE.L,2018,359777864,,-172900000,3951100000,291400000,-194200000,GBP,311700000,2000000,237900000,2641800000,2122199999,237900000,507000000,519600000
10076,Kia Motors Corp,Republic of Korea,,public," Benchmark, CCGR1800, Emerging Markets, Environmental, Korea, Transportation",Automobiles,Transportation equipment,Manufacturing,Transport OEMS, 000270 KS, Investor,000270.KS,2018,13511383563100,,3716868000000,54169813000000,7992530000000,1155943000000,KRW,2292659000000,6219179000000,7654785000000,51786605000000,24543141000000,13873964000000,6683714000000,27243464000000
10095,Kesko Corporation,Finland,,public, Nordic,"Supermarkets, food & drugstores",Convenience retail,Retail,General, KESKOB FH, Investor,KESKOB.HE,2018,4665667280,,441300000,10382800000,1393300000,158000000,EUR,107500000,141700000,2600000,4302900000,2104600000,144300000,411200000,2198300000
10109,KeyCorp,United States of America,,public," Benchmark, FTSE All-World, S&P 500",Banks,Financial services,Services,General, KEY US, Investor,KEY,2018,14879277260,0,3561000000,6240000000,6157000000,1866000000,USD,678000000,21990000000,35024000000,139613000000,124017000000,37713000000,14276000000,15596000000
10117,Keyera Corp.,Canada,,public," Benchmark, Canada, CCGR1800, Environmental, Fossil Fuels",Oil & gas refining,Oil & gas processing,Fossil Fuels,Oil & gas, KEY CN, Investor,KEY.TO,2018,5409982480,,875977000,4465211000,769480000,394224000,CAD,0,0,130815000,6782698000,4052975000,130815000,2334215000,2729723000
10124,KIK Custom Products,United States of America,,public,,Personal care & household products,Chemicals,Materials,General,, Supply Chain,unknown,2018,,,,,,,,,,,,,,,
10132,Kirin Holdings Co Ltd,Japan,,public," Agriculture, Benchmark, CCGR1800, Environmental, FTSE All-World, Japan",Alcoholic beverages,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 2503 JP," Investor, Supply Chain",2503.T,2018,2018083000000,,303897000000,1930522000000,833369000000,164202000000,JPY,173102000000,6713000000,411671000000,2303624000000,1102704000000,418384000000,414994000000,1200920000000
10135,Kikkoman Corporation,Japan,,public," Agriculture, Benchmark, Environmental, Japan",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 2801 JP," Investor, Supply Chain",2801.T,2018,1134584070000,,47463000000,453565000000,175760000000,25992000000,JPY,30162000000,-8151000000,67358000000,362119000000,91668000000,59207000000,17229000000,270450000000
10143,Kimco Realty,United States of America,,public," Benchmark, S&P 500",REIT,Financial services,Services,General, KIM US, Investor,KIM,2018,6145147600,0,755194000,1164762000,836203000,497795000,USD,143581000,10302000,763045000,10999100000,5564365000,581224000,4873872000,5434735000
10148,Kimberly-Clark Corporation,United States of America,,public," Benchmark, CCGR1000, CCGR1800, Environmental, Forest & Pulp & Paper, FTSE All-World, Global 500, S&P 500",Personal care & household products,Chemicals,Materials,Paper & forestry, KMB US," Investor, Supply Chain",KMB,2018,39183966000,41000,2958000000,18486000000,5597000000,1410000000,USD,539000000,0,224000000,14518000000,14564000000,224000000,7455000000,-46000000
10156,Kingfisher,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, Euro, FTSE 100, FTSE 350, FTSE 600, FTSE 725",Specialist retail,Discretionary retail,Retail,General, KGF LN, Investor,KGF.L,2018,4132832846,,941000000,11685000000,4318000000,218000000,GBP,229000000,0,15000000,11848000000,5699000000,15000000,2766000000,6149000000
10162,Kingspan Group PLC,Ireland,,public, Ireland,Other non-wood building materials,Other materials,Materials,General, KSP ID, Investor,KSP.L,2018,,,,,,,GBP,,,,,,,,
10175,Kinross Gold Corporation,Canada,,public," Benchmark, Canada, CCGR1800, Environmental, Mining & Metals",Precious metals & minerals mining,Metallic mineral mining,Materials,Metals & mining, K CN, Investor,K.TO,2018,5502640000,,964000000,3212600000,579700000,-23600000,USD,349000000,8500000,174200000,8063800000,3536500000,174200000,1735000000,4527300000
10177,"Kintetsu Group Holdings Co.,Ltd.",Japan,,public," Benchmark, CCGR1800, Environmental, Japan, Transportation",Travel services,Commercial & consumer services,Services,General, 9041 JP, Investor,9041.T,2018,906796080000,,126468000000,1236905000000,223552000000,35962000000,JPY,53324000000,-90344000000,207684000000,1936417000000,1523368000000,117340000000,1076448000000,413049000000
10195,KLA,United States of America,,public," Benchmark, FTSE All-World, S&P 500",Electronic components,Electrical & electronic equipment,Manufacturing,General, KLAC US," Investor, Supply Chain",KLAC,2018,13991672010,2420,1599878000,4036701000,2589332000,802265000,USD,2880318000,1475936000,0,5619356000,3998845000,1475936000,2237402000,1620511000
10202,Klabin S/A,Brazil,,public," Benchmark, Brazil, CCGR1000, CCGR1800, Emerging Markets, Environmental, Forest & Pulp & Paper",Pulp & paper mills,Wood & paper materials,Materials,Paper & forestry," KLBN3 BZ, KLBN4 BZ"," Investor, Supply Chain",KLBN3.SA,2018,16992646005,,2255350000,10016461000,4302422000,137455000,BRL,5733854000,1313350000,-1140091000,29633743000,23100513000,173259000,19331547000,6533230000
10205,Klepierre,France,,public," Benchmark, Euro, France",REIT,Financial services,Services,General, LI FP, Investor,LI.PA,2018,8055506082,,1054200000,1657100000,1244900000,838800000,EUR,304500000,900000,1051400000,24769700000,11876500000,1051400000,9249400000,12893200000
10213,Klöckner & Co SE,Germany,,public, DACH,Iron & steel,"Metal smelting, refining & forming",Materials,Metals & mining, KCO GR," Investor, Supply Chain",KCO.DE,2018,605365920,,223251000,6790492000,1328049000,67776000,EUR,141344000,0,0,3061355000,1779713000,14155000,540335000,1281642000
10216,KLP,Norway,,public, Self selected companies climate change,Insurance,Financial services,Services,General, 1012Z NO, Investor,1012Z.OL,2018,,,,,,,EUR,,,,,,,,
10227,Korea Gas Corp,Republic of Korea,,public," Benchmark, CCGR1800, Emerging Markets, Environmental, Fossil Fuels, Korea",Gas utilities,Energy utility networks,Infrastructure,Oil & gas, 036460 KS, Investor,036460.KS,2018,4209894232800,,3371927663490,26185037650650,1676506557340,509350214090,KRW,239767218090,55596437000,2016404861220,39689691576430,31191707143190,2072001298220,26114067033590,8497984433240
10233,Kohl's Corporation,United States of America,,public," Benchmark, S&P 500",Department stores,Discretionary retail,Retail,General, KSS US, Investor,KSS,2018,10747080000,0,2429000000,20229000000,8030000000,801000000,USD,934000000,0,0,12469000000,6942000000,0,3499000000,5527000000
10234,"Kokuyo Co., Ltd.",Japan,,public, Self selected companies climate change,Furniture,Leisure & home manufacturing,Manufacturing,General, 7984 JP," Investor, Supply Chain",7984.T,2018,189808905000,,25842000000,315155000000,112631000000,14231000000,JPY,76718000000,7797000000,35689000000,304788000000,95827000000,43486000000,13893000000,208961000000
10239,Komatsu Ltd.,Japan,,public," Benchmark, CCGR1000, CCGR1800, FTSE All-World, Global 500, Japan","Agriculture, construction & mining machinery",Powered machinery,Manufacturing,General, 6301 JP," Investor, Supply Chain",6301.T,2018,2232503476335,,534287000000,2725243000000,840080000000,256491000000,JPY,148479000000,2331000000,46174000000,3638219000000,1735351000000,47322000000,930700000000,1902868000000
10250,Kone Oyj,Finland,,public," Benchmark, CCGR1000, CCGR1800, Euro, FTSE All-World, Nordic",Electrical equipment,Electrical & electronic equipment,Manufacturing,General, KNEBV FH," Investor, Supply Chain",KNEBV.HE,2018,21310426634,,1214600000,9070700000,1042300000,840800000,EUR,636000000,1404200000,-1260900000,7734000000,4653600000,143300000,211700000,3080400000
10254,Konecranes,Finland,,public,,"Agriculture, construction & mining machinery",Powered machinery,Manufacturing,General, KCR FH, Investor,KCR.HE,2018,2068976000,,302100000,3153800000,1781900000,101800000,EUR,230500000,0,71000000,3567000000,2282800000,71000000,776400000,1284200000
10261,"Konica Minolta, Inc.",Japan,,public," Benchmark, CCGR1000, CCGR1800, Japan",Electronic equipment,Electrical & electronic equipment,Manufacturing,General, 4902 JP," Investor, Supply Chain",4902.T,2018,491089143000,,126949000000,1059120000000,508889000000,41705000000,JPY,124830000000,3406000000,54271000000,1218986000000,653003000000,47624000000,273736000000,565983000000
10268,Korea Electric Power Corp,Republic of Korea,,public," Benchmark, CCGR1800, Electric Utilities, Emerging Markets, Environmental, FTSE All-World, Korea",Electricity networks,Energy utility networks,Infrastructure,Electric utilities, 015760 KS, Investor,015760.KS,2018,21249010948700,,10825830000000,60627610000000,2419889000000,-1174498000000,KRW,1358345000000,2359895000000,7991958000000,185249061000000,114156299000000,10351853000000,4714445000000,71092762000000
10294,KPMG UK,United Kingdom of Great Britain and Northern Ireland,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2018,,,,,,,,,,,,,,,
10295,Kotak Mahindra Bank,India,,public," Emerging Markets, Global 500, India",Banks,Financial services,Services,General, KMB IN, Investor,KMB.BO,2018,,,,,,,KRW,,,,,,,,
10296,KOSE Corporation,Japan,,public," Benchmark, Japan",Personal care & household products,Chemicals,Materials,General, 4922 JP, Investor,4922.T,2018,984562180000,,62898000000,332995000000,244387000000,37004000000,JPY,94385000000,-3117000000,14781000000,300162000000,75321000000,11664000000,1665000000,224841000000
10320,Kurita Water Industries Ltd.,Japan,,public," Benchmark, Japan",Pollution control equipment,Light manufacturing,Manufacturing,General, 6370 JP," Investor, Supply Chain",6370.T,2018,299113384536,,42258000000,259409000000,82746000000,17323000000,JPY,35351000000,1235000000,28779000000,349885000000,110412000000,22203000000,5250000000,239472000000
10324,"Kuraray Co., Ltd.",Japan,,public," Benchmark, CCGR1800, Chemicals, Environmental, Japan",Other base chemicals,Chemicals,Materials,Chemicals, 3405 JP," Investor, Supply Chain",3405.T,2018,539706900000,,118956000000,602996000000,192543000000,33560000000,JPY,67022000000,32921000000,-3412000000,947116000000,380085000000,29509000000,216589000000,567031000000
10331,Kroger,United States of America,,public," Agriculture, Benchmark, CCGR1800, Environmental, FTSE All-World, S&P 500","Supermarkets, food & drugstores",Convenience retail,Retail,General, KR US, Investor,KR,2018,21945000000,449000,5053000000,121162000000,26268000000,3110000000,USD,429000000,1181000000,-1562000000,38118000000,30283000000,1181000000,15229000000,7784000000
10334,Krones AG,Germany,,public, DACH,Industrial machinery,Powered machinery,Manufacturing,General, KRN GR," Investor, Supply Chain",KRN.DE,2018,2136730800,,314514000,3903602000,1836488000,151083000,EUR,218802000,-32627000,70058000,3321389000,1888183000,37431000,3724000,1433206000
10338,KT Corporation,Republic of Korea,,public," Benchmark, CCGR1000, CCGR1800, Emerging Markets, Korea",Telecommunications services,"Media, telecommunications & data center services",Services,General, 030200 KS," Investor, Supply Chain",030200.KS,2018,7296794385600,,4894837000000,23460143000000,13875260000000,688464000000,KRW,2703422000000,994781000000,895583000000,32188830000000,17457550000000,1890363000000,6648293000000,14731280000000
10347,Kubota Corporation,Japan,,public," Benchmark, CCGR1000, CCGR1800, Environmental, FTSE All-World, Japan, Transportation","Agriculture, construction & mining machinery",Powered machinery,Manufacturing,General, 6326 JP," Investor, Supply Chain",6326.T,2018,1923671455578,,248754000000,1850316000000,527386000000,138595000000,JPY,229123000000,54373000000,127436000000,2895655000000,1469222000000,181809000000,839265000000,1426433000000
10350,Kumba Iron Ore,South Africa,,public," Benchmark, CCGR1800, Emerging Markets, Environmental, Mining & Metals, South Africa",Iron ore mining,Metallic mineral mining,Materials,Metals & mining, KIO SJ, Investor,KIO.JO,2018,90378703394,,21128000000,45725000000,33093000000,9615000000,ZAR,11670000000,0,0,63051000000,16864000000,621000000,0,46187000000
10389,L'Oréal,France,,public," Benchmark, CCGR1800, Euro, France, FTSE All-World, Global 500",Personal care & household products,Chemicals,Materials,General, OR FP," Investor, Supply Chain",OR.PA,2018,113200606724,,5880800000,26937400000,19605800000,3895400000,EUR,3992000000,23100000,9006500000,38457500000,11523900000,9029600000,1241300000,26933599999
10405,Labbeemint,United States of America,,public,,Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2018,,,,,,,,,,,,,,,
10408,Laboratory Corporation of America Holdings,United States of America,,public," Benchmark, FTSE All-World, S&P 500",Health care facilities,Health care provision,"Biotech, health care & pharma",General, LH US, Investor,LH,2018,10704016000,61000,2105200000,11333400000,3176400000,883700000,USD,426800000,0,60500000,16185300000,9213900000,60500000,6059800000,6990500000
10432,Laing O'Rourke PLC,United Kingdom of Great Britain and Northern Ireland,,public,,Non-residential building construction,Construction,Infrastructure,General,, Supply Chain,unknown,2018,,,,,,,,,,,,,,,
10453,Landsec,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, Euro, FTSE 100, FTSE 350, FTSE 600, FTSE 725",REIT,Financial services,Services,General, LAND LN, Investor,LAND.L,2018,5952560000,,502000000,757000000,580000000,-119000000,GBP,14000000,12000000,1043000000,14034000000,4114000000,1043000000,3781000000,9920000000
10480,LANXESS AG,Germany,,public," Benchmark, CCGR1000, CCGR1800, Chemicals, DACH, Environmental",Other base chemicals,Chemicals,Materials,Chemicals, LXS GR," Investor, Supply Chain",LXS.DE,2018,3698441843,,1022000000,7197000000,1834000000,431000000,EUR,797000000,542000000,-540000000,8687000000,5914000000,2000000,2720000000,2773000000
10484,Larsen & Toubro,India,,public," Benchmark, CCGR1000, CCGR1800, Emerging Markets, Global 500, India",Transportation infrastructure & other construction,Construction,Infrastructure,General, LT IN," Investor, Supply Chain",LT.BO,2018,2017081297413,,185078300000,1333422000000,377091600000,89051300000,INR,65094900000,147918700000,736161000000,2783473600000,2091464500000,71619700000,1243946900000,692009100000
10492,Lassila & Tikanoja,Finland,,public, Nordic,Waste management,Non-energy utilities,Infrastructure,General, LAT1V FH, Investor,LAT1V.HE,2018,565878246,,85400000,802200000,517800000,34100000,EUR,54300000,0,2000000,563500000,351100000,2000000,152100000,212400000
10494,Las Vegas Sands Corporation,United States of America,,public," Benchmark, CCGR1000, CCGR1800, FTSE All-World, Global 500",Gambling,Entertainment facilities,Hospitality,General, LVS US, Investor,LVS,2018,40338750000,51500,5047000000,13729000000,10845000000,2413000000,USD,4648000000,0,-557000000,22547000000,15802000000,-557000000,11973000000,6745000000
10498,Laurentian Bank of Canada,Canada,,public, Canada,Banks,Financial services,Services,General, LB CN, Investor,LB.TO,2018,1603279980,,1107231000,1004092000,1004092000,224646000,CAD,903936000,1997582000,6061144000,45894683000,43398481000,8058726000,11736515000,2496202000
10609,LEGRAND,France,,public," Benchmark, Euro, France, FTSE All-World",Fabricated metal components,Metal products manufacturing,Manufacturing,General, LR FP, Investor,LR.PA,2018,13144984616,,1360400000,5997200000,3127500000,771700000,EUR,1022500000,1200000,18300000,10306300000,5709200000,19500000,3319100000,4597100000
10612,"Legg Mason, Inc.",United States of America,,public, Benchmark,Asset managers,Financial services,Services,General, LM US, Investor,LM,2018,,,373423000,3140322000,1142193000,285075000,USD,736130000,539503000,0,8152534000,4300398000,539503000,2761313000,3824405000
10629,Legal and General,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1000, CCGR1800, Euro, FTSE 100, FTSE 350, FTSE 600, FTSE 725, FTSE All-World",Insurance,Financial services,Services,General, LGEN LN," Investor, Supply Chain",LGEN.L,2018,13781460000,,-199000000,10992000000,10992000000,1827000000,GBP,17321000000,0,4721000000,492517000000,4948000000,4721000000,4887000000,8652000000
10632,Lerøy Seafood Group,Norway,,public, Nordic,"Dealers, wholesalers & distributors","Trading, wholesale, distribution, rental & leasing",Retail,Agricultural commodities, LSG NO," Investor, Supply Chain",LSG.OL,2018,39265683355,,5256129000,19837727000,10214389000,3437042000,NOK,3036154000,0,0,28372733000,11238443000,1022803000,5582566000,17134290000
10649,Intu Properties plc,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, FTSE 250, FTSE 350, FTSE 600, FTSE 725, South Africa",REIT,Financial services,Services,General, INTU LN, Investor,INTU.L,2018,,,,,,,NOK,,,,,,,,
10650,Liberty Holdings Ltd (incorporating Liberty Life Group Ltd),South Africa,,public," Benchmark, Emerging Markets, South Africa",Insurance,Financial services,Services,General, LBH SJ, Investor,LBH.JO,2018,,,,,,,NOK,,,,,,,,
10661,Levi Strauss & Co.,United States of America,,public, Self selected companies climate change,Apparel & footwear design,Apparel design,Apparel,General, LEVI US," Investor, Supply Chain",LEVI,2018,,15100,671120000,5575440000,2997975000,283142000,USD,713120000,0,0,3542660000,2686061000,0,1052154000,856599000
10666,"Lexmark International, Inc.",United States of America,,public, Self selected companies climate change,Communications equipment,Electrical & electronic equipment,Manufacturing,General, LXK US," Investor, Supply Chain",LXK,2018,,,,,,,USD,,,,,,,,
10667,LG Chem Ltd,Republic of Korea,,public," Benchmark, CCGR1000, CCGR1800, Chemicals, Emerging Markets, Environmental, FTSE All-World, Global 500, Korea",Other base chemicals,Chemicals,Materials,Chemicals, 051910 KS," Investor, Supply Chain",051910.KS,2018,23922154669000,,3661119000000,28183013000000,5346197000000,1472608000000,KRW,2513702000000,42902000000,381213000000,28944137000000,11622009000000,424115000000,5321147000000,17322128000000
10668,LG,Republic of Korea,,public," Benchmark, CCGR1000, CCGR1800, Emerging Markets, FTSE All-World, Korea",Vehicles & machinery rental & leasing,"Trading, wholesale, distribution, rental & leasing",Retail,General, 003550 KS, Investor,003550.KS,2018,12055187374916,,892278000000,10674824000000,1116996000000,1863881000000,KRW,1054293000000,348699000000,14246746000000,22835911000000,4671433000000,14595445000000,1519537000000,18164478000000
10670,LG Electronics,Republic of Korea,,public," Benchmark, CCGR1000, CCGR1800, Emerging Markets, FTSE All-World, Korea",Electronic equipment,Electrical & electronic equipment,Manufacturing,General, 066570 KS," Investor, Supply Chain",066570.KS,2018,10147713196600,,4553634000000,61341664000000,15081044000000,1240139000000,KRW,4270388000000,80633000000,5646499000000,44328443000000,28021536000000,5661772000000,10901186000000,16306907000000
10673,LG Household & Health Care,Republic of Korea,,public," Benchmark, Emerging Markets, FTSE All-World, Korea",Personal care & household products,Chemicals,Materials,General, 051900 KS, Investor,051900.KS,2018,16140424386000,,1200379539140,6747536801610,4051122709330,682743154210,KRW,396643798590,16900000000,46849348730,5275874284170,1681854156170,63749348730,481423998880,3594020128000
10674,LG Uplus,Republic of Korea,,public," Benchmark, Emerging Markets, Korea",Telecommunications services,"Media, telecommunications & data center services",Services,General, 032640 KS, Investor,032640.KS,2018,7706190468700,,2454635000000,12125051000000,9122602000000,481637000000,KRW,378631000000,69274000000,19857000000,13939948000000,7086579000000,89131000000,2971062000000,6853369000000
10696,Lincoln National Corporation,United States of America,,public," Benchmark, FTSE All-World, S&P 500",Insurance,Financial services,Services,General, LNC US, Investor,LNC,2018,10482158844,11034,2182000000,16424000000,16424000000,1641000000,USD,2345000000,94024000000,96073000000,298147000000,283797000000,115216000000,5839000000,14350000000
10718,LIGHT SA,Brazil,,public, Brazil,Electricity networks,Energy utility networks,Infrastructure,Electric utilities, LIGT3 BZ," Investor, Supply Chain",LIGT3.SA,2018,3364911990,,1127173000,11721618000,1973447000,165782000,BRL,707042000,1540984000,3425968000,17863703000,14474211000,4966952000,10028461000,3389492000
10733,"L Brands, Inc.",United States of America,,public," Benchmark, FTSE All-World, S&P 500",Apparel stores,Discretionary retail,Retail,General, BBWI US, Investor,BBWI,2018,5736897750,0,1931000000,13237000000,4899000000,644000000,USD,1413000000,11000000,89000000,8090000000,8955000000,100000000,5811000000,-865000000
10754,Lion Corporation,Japan,,public," Benchmark, Japan",Personal care & household products,Chemicals,Materials,General, 4912 JP," Investor, Supply Chain",4912.T,2018,659748260000,,44502000000,349403000000,171730000000,25606000000,JPY,104972000000,2582000000,31121000000,355365000000,151094000000,33703000000,2619000000,204271000000
10755,Lintec Corporation,Japan,,public, Japan,Specialty chemicals,Chemicals,Materials,Chemicals, 7966 JP, Investor,7966.T,2018,170648940000,,31731000000,249030000000,62824000000,11257000000,JPY,58614000000,0,2743000000,292735000000,106317000000,2743000000,19732000000,186418000000
10781,Lloyds Banking Group,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, CCGR1800, Euro, FTSE 100, FTSE 350, FTSE 600, FTSE 725, FTSE All-World, Global 500",Banks,Financial services,Services,General, LLOY LN," Investor, Supply Chain",LLOY.L,2018,40241361111,,11220000000,18566000000,18566000000,4302000000,GBP,55310000000,-40785000000,212177000000,797598000000,747399000000,171392000000,109928000000,50199000000
10787,Lite-On Technology Corporation,"Taiwan, Greater China",,public," Benchmark, CCGR1000, CCGR1800, Emerging Markets",Electronic equipment,Electrical & electronic equipment,Manufacturing,General, 2301 TT," Investor, Supply Chain",2301.TW,2018,93980274572,,18872800000,207109088000,27102249000,7956838000,TWD,63285301000,355877000,5511928000,197136069000,122457668000,5867805000,30107521000,74678401000
10791,Lojas Renner S.A.,Brazil,,public," Benchmark, Brazil, Emerging Markets",Apparel stores,Discretionary retail,Retail,General, LREN3 BZ, Investor,LREN3.SA,2018,29893118528,,2060479000,8426541000,5142024000,1020136000,BRL,944671000,439693000,78327000,8821048000,4866536000,439693000,1923588000,3954512000
10793,Americanas S.A.,Brazil,,public," Benchmark, Brazil, Emerging Markets",Discretionary delivery retail,Discretionary retail,Retail,General, LAME4 BZ, Investor,LAME4.SA,2018,,,,,,,BRL,,,,,,,,
10797,Loblaw Companies Limited,Canada,,public," Agriculture, Benchmark, Canada, CCGR1800, Environmental, FTSE All-World","Supermarkets, food & drugstores",Convenience retail,Retail,General, L CN, Investor,L.TO,2018,22549590000,,3362000000,46693000000,14156000000,766000000,CAD,1065000000,94000000,31000000,30153000000,17975000000,125000000,9051000000,12178000000
10820,Lockheed Martin Corporation,United States of America,,public," Benchmark, CCGR1000, CCGR1800, FTSE All-World, Global 500, S&P 500",Electrical equipment,Electrical & electronic equipment,Manufacturing,General, LMT US," Investor, Supply Chain",LMT,2018,73969800000,105000,7667000000,53762000000,7370000000,5046000000,USD,772000000,0,3250000000,44876000000,43427000000,3250000000,14104000000,1449000000
10834,Logitech Europe S.A.,Switzerland,,public, DACH,Electronic equipment,Electrical & electronic equipment,Manufacturing,General, LOGN SW," Investor, Supply Chain",LOGN.SW,2018,5123660440,,353449000,2788322000,1037011000,257573000,USD,604516000,-20363001,36385000,2024124000,847785000,16021999,0,1176339000
10848,IGT PLC,Italy,,public, Self selected companies climate change,Gambling,Entertainment facilities,Hospitality,General, GTK IM," Investor, Supply Chain",GTK.MI,2018,,,,,,,USD,,,,,,,,
10871,London Stock Exchange Group,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, Euro, FTSE 100, FTSE 350, FTSE 600, FTSE 725, FTSE All-World",Banks,Financial services,Services,General, LSEG LN, Investor,LSEG.L,2018,14336470569,,948000000,2135000000,1908000000,480000000,GBP,1510000000,862000000,25000000,842846000000,839148000000,25000000,2203000000,3698000000
10882,Lonmin,South Africa,,public," CCGR1800, FTSE 600, FTSE 725",Precious metals & minerals mining,Metallic mineral mining,Materials,Metals & mining, LMI LN, Investor,LMI.L,2018,,,,,,,GBP,,,,,,,,
11017,"Lowe's Companies, Inc.",United States of America,,public," Benchmark, FTSE All-World, Global 500, S&P 500",Specialist retail,Discretionary retail,Retail,General, LOW US, Investor,LOW,2018,73980360000,200000,5625000000,71309000000,22908000000,2314000000,USD,511000000,218000000,256000000,34508000000,30864000000,474000000,16223000000,3644000000
11043,PJSC LUKOIL,Russian Federation,,public," Benchmark, CCGR1800, Emerging Markets, Environmental, Fossil Fuels, Global 500, Russia",Oil & gas refining,Oil & gas processing,Fossil Fuels,Oil & gas, LKOH RM, Investor,LKOH,2018,,,,,,,USD,,,,,,,,
11048,Lundbeck A/S,Denmark,,public," Benchmark, Euro, Nordic",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General, LUN DC," Investor, Supply Chain",LUN.CO,2018,,,5318000000,17875000000,14419000000,3907000000,DKK,3605000000,3030000000,-2960000000,23011000000,8760000000,70000000,72000000,14251000000
11049,Lundin Energy AB,Sweden,,public," Benchmark, Environmental, Fossil Fuels, Nordic",Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas, LUNE SS, Investor,LUNE.ST,2018,,,1839700000,2617400000,1427000000,222100000,USD,66800000,0,0,5842500000,6226500000,400000,3262000000,-384000000
11053,Luossavaara-Kiirunavaara AB,Sweden,,public, Self selected companies climate change,Iron & steel,"Metal smelting, refining & forming",Materials,Metals & mining, LKAB SS, Investor,LKAB.ST,2018,,,,,,,USD,,,,,,,,
11085,LyondellBasell Industries N.V.,United States of America,,public," Benchmark, CCGR1800, Environmental, Fossil Fuels, FTSE All-World, Global 500, S&P 500",Other base chemicals,Chemicals,Materials,Chemicals, LYB US," Investor, Supply Chain",LYB,2018,30935520000,19450,6912000000,39004000000,6475000000,4690000000,USD,332000000,892000000,2103000000,28278000000,17998000000,2995000000,9387000000,10280000000
11141,"Macy's, Inc.",United States of America,,public,,Department stores,Discretionary retail,Retail,General, M US," Investor, Supply Chain",M,2018,9181174000,130000,2398000000,25739000000,10524000000,1108000000,USD,1162000000,0,-1238000000,19194000000,12758000000,-1238000000,4751000000,6436000000
11160,Magna International Inc.,Canada,,public," Benchmark, Canada, CCGR1000, CCGR1800, Environmental, FTSE All-World, Transportation",Fabricated metal components,Metal products manufacturing,Manufacturing,General, MG CN," Investor, Supply Chain",MG.TO,2018,20530661000,,4405000000,40827000000,5772000000,2296000000,USD,684000000,0,2185000000,25945000000,14786000000,2185000000,4399000000,11159000000
11267,Mahindra & Mahindra,India,,public," Benchmark, Emerging Markets, Environmental, India, Transportation",Automobiles,Transportation equipment,Manufacturing,Transport OEMS, MM IN," Investor, Supply Chain",MM.BO,2018,,,,,,,USD,,,,,,,,
11268,Magyar Telekom Nyrt.,Hungary,,public, CEE,Telecommunications services,"Media, telecommunications & data center services",Services,General, MTELEKOM HB," Investor, Supply Chain",MOL.BD,2018,2153386701648,,773187000000,5168668000000,785901000000,301197000000,HUF,383511000000,5957000000,293547000000,4611581000000,2301635000000,299504000000,700276000000,2309946000000
11328,Marks and Spencer Group plc,United Kingdom of Great Britain and Northern Ireland,,public," Agriculture, Benchmark, CCGR1800, Environmental, FTSE 100, FTSE 350, FTSE 600, FTSE 725","Supermarkets, food & drugstores",Convenience retail,Retail,General, MKS LN, Investor,MKS.L,2018,3840396635,,857800000,10377300000,3731500000,33500000,GBP,285400000,136800000,28500000,8851000000,6381800000,165300000,4285899999,2469200000
